id,description_en,tutorial_en
48d4862c-83fc-439f-a88d-cd0e940af77c,Game available in: Games Online | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""Request the Steam Guard code from GamingFlix support."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play in the settings to avoid login conflicts."", ""In the top-left corner click Steam and then Go Offline."", ""Always play in Offline Mode; failing to comply may result in your access being suspended.""]"
50ddbb78-5c01-4f0f-b59c-e9bbe46733a6,Game available in: Games Online | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""Request the Steam Guard code from GamingFlix support."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play in the settings to avoid login conflicts."", ""Always play in Online Mode; failing to comply may result in your access being suspended.""]"
547af83f-74d5-4787-ae9f-176ada188cea,Game available in: Games Offline | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""Request the Steam Guard code from GamingFlix support."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play in the settings to avoid login conflicts."", ""In the top-left corner click Steam and then Go Offline."", ""Always play in Offline Mode; failing to comply may result in your access being suspended.""]"
5d4f34b7-18ae-49f8-86bb-50bed8620d71,Game available in: Games Offline | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""Request the Steam Guard code from GamingFlix support."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play in the settings to avoid login conflicts."", ""In the top-left corner click Steam and then Go Offline."", ""Always play in Offline Mode; failing to comply may result in your access being suspended.""]"
5f14f38e-3f7e-44e7-88f7-478bb0cbba90,Game available in: Games Offline | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""Request the Steam Guard code from GamingFlix support."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play in the settings to avoid login conflicts."", ""In the top-left corner click Steam and then Go Offline."", ""Always play in Offline Mode; failing to comply may result in your access being suspended.""]"
61409ee6-eb2b-4521-9668-3efd98afe913,Game available in: Games Offline | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""Request the Steam Guard code from GamingFlix support."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play in the settings to avoid login conflicts."", ""In the top-left corner click Steam and then Go Offline."", ""Always play in Offline Mode; failing to comply may result in your access being suspended.""]"
61c92afd-f840-4dde-8c02-67a9c95cbdb9,Game available in: Games Offline | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""Request the Steam Guard code from GamingFlix support."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play in the settings to avoid login conflicts."", ""In the top-left corner click Steam and then Go Offline."", ""Always play in Offline Mode; failing to comply may result in your access being suspended.""]"
622cd4bd-39e2-403f-929b-55c295655a65,Game available in: Games Offline | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""Request the Steam Guard code from GamingFlix support."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play in the settings to avoid login conflicts."", ""In the top-left corner click Steam and then Go Offline."", ""Always play in Offline Mode; failing to comply may result in your access being suspended.""]"
663fad6a-b942-4762-9d89-97270e5926e1,Game available in: Games Offline | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""Request the Steam Guard code from GamingFlix support."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play in the settings to avoid login conflicts."", ""In the top-left corner click Steam and then Go Offline."", ""Always play in Offline Mode; failing to comply may result in your access being suspended.""]"
675bb304-0ac7-4c99-b958-7656af45b9c2,Game available in: Games Offline | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""Request the Steam Guard code from GGFlix support."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play in the settings to avoid login conflicts."", ""In the top-left corner click Steam and then Go Offline."", ""Always play in Offline Mode; failing to comply may result in your access being suspended.""]"
68483448-6c8a-4ef8-9122-b3952a83e8ef,Game available in: Games Offline | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""Request the Steam Guard code from GamingFlix support."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play in the settings to avoid login conflicts."", ""In the top-left corner click Steam and then Go Offline."", ""Always play in Offline Mode; failing to comply may result in your access being suspended.""]"
692280b9-6583-4f65-bda4-1e450cb4b866,Game available in: Games Offline | Platform: Ubisoft,"[""Download Ubisoft Connect from this link: https://ubi.li/4vxt9"", ""Purchase the game directly through your account."", ""Launch Ubisoft Connect and enter the provided credentials along with the two-step verification code that will be sent."", ""After signing in, go to Settings and uncheck \""Enable cloud sync\"" and \""Enable automatic updates for recently played games.\"" Disable both options."", ""Select the game and, under the Download option, click \""Locate Installation\"" and point to the folder where the game was downloaded via torrent."", ""After the game files finish loading, click Play and close the game as soon as the main menus appear. If the game requests updates, install them; the game will not start without the latest updates."", ""After launching the game and reaching the main menus, close it, return to Ubisoft Connect, and choose Internet Options."", ""In Ubisoft Connect, choose the \""Stay Offline\"" option."", ""To ensure a more stable activation, open Firewall App Blocker and block the Ubisoft Connect processes to prevent internet access and avoid future issues.""]"
7282f971-37a6-43b5-b128-160321e16446,Game available in: Games Offline | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""If needed, request the Steam Guard code from GamingFlix support."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play in the settings to avoid login conflicts."", ""In the top-left corner click Steam and then Go Offline."", ""Always play in Offline Mode; failing to comply may result in your access being suspended.""]"
764ea565-21da-4ab2-a940-9fb36256907e,Game available in: Games Offline | Platform: Ubisoft,"[""Download Ubisoft Connect from this link: https://ubi.li/4vxt9"", ""Purchase the game directly through your account."", ""Launch Ubisoft Connect and enter the provided credentials along with the two-step verification code that will be sent."", ""After signing in, go to Settings and uncheck \""Enable cloud sync\"" and \""Enable automatic updates for recently played games.\"" Disable both options."", ""Select the game and, under the Download option, click \""Locate Installation\"" and point to the folder where the game was downloaded via torrent."", ""After the game files finish loading, click Play and close the game as soon as the main menus appear. If the game requests updates, install them; the game will not start without the latest updates."", ""After launching the game and reaching the main menus, close it, return to Ubisoft Connect, and choose Internet Options."", ""In Ubisoft Connect, choose the \""Stay Offline\"" option."", ""Always play in Offline Mode; failing to comply may result in your access being suspended."", ""To ensure a more stable activation, open Firewall App Blocker and block the Ubisoft Connect processes to prevent internet access and avoid future issues.""]"
803089cc-aebb-4cba-8637-7bd10da7ccb1,Game available in: Games Offline | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""Request the Steam Guard code from GamingFlix support."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play in the settings to avoid login conflicts."", ""In the top-left corner click Steam and then Go Offline."", ""Always play in Offline Mode; failing to comply may result in your access being suspended.""]"
866765e7-8ccc-4282-bd6b-79ee503d7eea,Game available in: Games Online | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""Request the Steam Guard code from GamingFlix support."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play in the settings to avoid login conflicts."", ""In the top-left corner click Steam and then Go Offline."", ""Always play in Offline Mode; failing to comply may result in your access being suspended.""]"
88444784-a1d8-478a-a1d7-7e9b4cd541b7,Game available in: Games Offline | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""Request the Steam Guard code from GamingFlix support."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play in the settings to avoid login conflicts."", ""In the top-left corner click Steam and then Go Offline."", ""Always play in Offline Mode; failing to comply may result in your access being suspended.""]"
8fa58213-ddbd-4f7f-942d-4ce4da0952bb,Game available in: Game Packs | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""Request the Steam Guard code from GamingFlix support."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play in the settings to avoid login conflicts."", ""In the top-left corner click Steam and then Go Offline."", ""Always play in Offline Mode; failing to comply may result in your access being suspended.""]"
903c2b36-d410-4081-996d-64e49680cf86,Game available in: Games Offline | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""Request the Steam Guard code from GamingFlix support."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play in the settings to avoid login conflicts."", ""In the top-left corner click Steam and then Go Offline."", ""Always play in Offline Mode; failing to comply may result in your access being suspended.""]"
945dbbb2-510e-4244-b9ec-20fec0a66a8a,Game available in: Games Offline | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""Request the Steam Guard code from GamingFlix support."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play in the settings to avoid login conflicts."", ""In the top-left corner click Steam and then Go Offline."", ""Always play in Offline Mode; failing to comply may result in your access being suspended.""]"
97782369-1055-4d91-8fd6-d5f2debd5bc3,Game available in: Games Offline | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""Request the Steam Guard code from GamingFlix support."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play in the settings to avoid login conflicts."", ""In the top-left corner click Steam and then Go Offline."", ""Always play in Offline Mode; failing to comply may result in your access being suspended.""]"
988c54e0-a3c6-4c9b-bdbe-b43a3b45c9d5,Game available in: Games Offline | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""Request the Steam Guard code from GamingFlix support."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play in the settings to avoid login conflicts."", ""In the top-left corner click Steam and then Go Offline."", ""Always play in Offline Mode; failing to comply may result in your access being suspended.""]"
aca7a11c-a3ae-4edb-a689-e826ceae11df,Game available in: Games Offline | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""Request the Steam Guard code from GamingFlix support if necessary."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play in the settings to avoid login conflicts."", ""In the top-left corner click Steam and then Go Offline."", ""Always play in Offline Mode; failing to comply may result in your access being suspended.""]"
adfacb03-1870-42f5-a069-c212b394da04,Game available in: Games Offline | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""Request the Steam Guard code from GamingFlix support if necessary."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play in the settings to avoid login conflicts."", ""In the top-left corner click Steam and then Go Offline."", ""Always play in Offline Mode; failing to comply may result in your access being suspended.""]"
ae2c26fa-0ac5-479b-90e3-b2b51496c6e4,Game available in: Games Offline | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""Request the Steam Guard code from GamingFlix support."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play in the settings to avoid login conflicts."", ""In the top-left corner click Steam and then Go Offline."", ""Always play in Offline Mode; failing to comply may result in your access being suspended.""]"
b3e09247-02c7-4644-b4b1-87c31fb01a34,Game available in: Games Offline | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""Request the Steam Guard code from GGFlix support."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play in the settings to avoid login conflicts."", ""In the top-left corner click Steam and then Go Offline."", ""Always play in Offline Mode; failing to comply may result in your access being suspended.""]"
b73f6050-c14e-4686-b58e-09903572b69e,Game available in: Games Offline | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""Request the Steam Guard code from GamingFlix support."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play in the settings to avoid login conflicts."", ""In the top-left corner click Steam and then Go Offline."", ""Always play in Offline Mode; failing to comply may result in your access being suspended.""]"
b8aa8bfe-860e-4688-b3de-1faef2412f8d,Game available in: Games Online | Platform: Steam,"[""Access the platform with the provided credentials."", ""Download the game from the library."", ""Launch the game and enjoy.""]"
b9302f3e-eb2d-4afa-a227-9be6793484ae,Game available in: Games Offline | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""Request the Steam Guard code from GamingFlix support."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play in the settings to avoid login conflicts."", ""In the top-left corner click Steam and then Go Offline."", ""Always play in Offline Mode; failing to comply may result in your access being suspended.""]"
bb9e0731-9aa1-4893-b345-eac64558f572,Game available in: Games Offline | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""Request the Steam Guard code from GamingFlix support."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play in the settings to avoid login conflicts."", ""In the top-left corner click Steam and then Go Offline."", ""Always play in Offline Mode; failing to comply may result in your access being suspended.""]"
bef03f55-1be4-4edd-ae95-8258cf62557c,Game available in: Games Offline | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""Request the Steam Guard code from GamingFlix support."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play in the settings to avoid login conflicts."", ""In the top-left corner click Steam and then Go Offline."", ""Always play in Offline Mode; failing to comply may result in your access being suspended.""]"
c27d1512-9d44-4569-873d-e7c728482cbd,Game available in: Games Offline | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""Request the Steam Guard code from GamingFlix support."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play in the settings to avoid login conflicts."", ""In the top-left corner click Steam and then Go Offline."", ""Always play in Offline Mode; failing to comply may result in your access being suspended.""]"
c92645b7-4c02-4354-b8cc-aaf33774f4b5,Game available in: Games Offline | Platform: Ubisoft,"[""Download Ubisoft Connect from this link: https://ubi.li/4vxt9"", ""Purchase the game directly through your account."", ""Launch Ubisoft Connect and enter the provided credentials along with the two-step verification code that will be sent."", ""After signing in, go to Settings and uncheck \""Enable cloud sync\"" and \""Enable automatic updates for recently played games.\"" Disable both options."", ""Select the game and, under the Download option, click \""Locate Installation\"" and point to the folder where the game was downloaded via torrent."", ""After the game files finish loading, click Play and close the game as soon as the main menus appear. If the game requests updates, install them; the game will not start without the latest updates."", ""After launching the game and reaching the main menus, close it, return to Ubisoft Connect, and choose Internet Options."", ""In Ubisoft Connect, choose the \""Stay Offline\"" option."", ""Always play in Offline Mode; failing to comply may result in your access being suspended."", ""To ensure a more stable activation, open Firewall App Blocker and block the Ubisoft Connect processes to prevent internet access and avoid future issues.""]"
cda6c718-837a-4411-9822-b0b83db21755,Game available in: Games Offline | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""Request the Steam Guard code from GamingFlix support."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play in the settings to avoid login conflicts."", ""In the top-left corner click Steam and then Go Offline."", ""Always play in Offline Mode; failing to comply may result in your access being suspended.""]"
ce1b707a-5379-4d91-937d-cc8c1c681425,Game available in: Games Online | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""Request the Steam Guard code from GamingFlix support."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play in the settings to avoid login conflicts."", ""Always play in Online Mode; failing to comply may result in your access being suspended.""]"
d942d34b-f223-4ab2-ab09-b19513518cbb,Mortal Kombat Bundle / Injustice 2 - Available to play on GamingFlix.,"[""Access the platform with the provided credentials."", ""Download the game from the library."", ""Launch the game and enjoy.""]"
df2c354b-39b9-4561-aacd-2544133b27cf,Game available in: Games Offline | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""Request the Steam Guard code from GamingFlix support."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play in the settings to avoid login conflicts."", ""In the top-left corner click Steam and then Go Offline."", ""Always play in Offline Mode; failing to comply may result in your access being suspended.""]"
e0160bcd-97ee-494e-84f9-7925a1257546,Game available in: Game Packs | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""Request the Steam Guard code from GGFlix support."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play in the settings to avoid login conflicts."", ""In the top-left corner click Steam and then Go Offline."", ""Always play in Offline Mode!""]"
e32c00f2-fec9-41d9-9a73-8efe93a58601,Game available in: Games Offline | Platform: Steam,"[""Access the platform with the provided credentials."", ""Download the game from the library."", ""Launch the game and enjoy.""]"
eab12bb5-ca31-44a4-94b1-f6473dfa80ef,Game available in: Games Offline | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""Request the Steam Guard code from GamingFlix support."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play and Steam Cloud in the settings to avoid login conflicts."", ""In the top-left corner click Steam and then Go Offline."", ""Always play in Offline Mode; failing to comply may result in your access being suspended.""]"
ecfc7795-f062-44cd-bc81-3ef936efbc7c,Game available in: Games Offline | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""Request the Steam Guard code from GamingFlix support."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play in the settings to avoid login conflicts."", ""In the top-left corner click Steam and then Go Offline."", ""Always play in Offline Mode; failing to comply may result in your access being suspended.""]"
f61a6ace-6a63-4757-820f-1190257509b0,Game available in: Game Packs | Platform: Epic Games,"[""Install Epic Games and sign in with the provided login and password."", ""Request the two-step verification code from GamingFlix support."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Epic."", ""Click the profile icon in the upper-right corner and then Settings. Enable the Offline Navigation option."", ""Click the profile icon again and choose Sign Out. Then select \""Log In Later\"" on the login screen."", ""Always play in Offline Mode; failing to comply may result in your access being suspended.""]"
f959d08e-59ae-4940-9136-c3a4bdfe1a71,Game available in: Games Offline | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""Request the Steam Guard code from GamingFlix support."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play in the settings to avoid login conflicts."", ""In the top-left corner click Steam and then Go Offline."", ""Always play in Offline Mode; failing to comply may result in your access being suspended.""]"
fc473045-d9b8-4948-9274-a6227c3de2e4,Game available in: Games Offline | Platform: Steam,"[""Install Steam and sign in with the provided login and password."", ""Request the Steam Guard code from GamingFlix support if necessary."", ""Download the game."", ""Click Play, reach the main menu, close the game, and return to Steam."", ""Disable Steam Remote Play in the settings to avoid login conflicts."", ""Disable Steam Cloud in the settings to avoid save conflicts."", ""Download Firewall App Blocker 1.9 (https://www.sordum.org/downloads/?firewall-app-blocker). Extract it anywhere, open the 64-bit version (Fab_x64.exe). In the outbound rules tab, click +, browse to your Steam folder (default C:\\Program Files (x86)\\Steam), and select Steam.exe."", ""You should see the blocked icon as shown in this image: https://imgur.com/a/P6PEUDP""]"
